Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912.0,-1.0,163.0,244.0,1.0,1.0,365.0,86.0,-1.0,804.0,-1.0,26.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,-1.0,-1.0,179.0,83.0,1.0,-1.0,-1.0,25.9,-1.0,119.2,-1.0,16.0,captivity,-1.0,-1.0,0.43,113.0,306.95
Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,3287.0,3287.0,644.0,548.0,1.0,0.2,1141.0,107000.0,-1.0,3178000.0,-1.0,65.5,captivity,-1.0,-1.0,2336.5,3672000.0,308.95
Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,4018.0,3650.0,670.0,1071.0,1.0,0.2,1707.0,105000.0,600000.0,4800000.0,0.0003,65.0,captivity,0.002,8.0,-1.0,-1.0,309.35
Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.006,20.6,captivity,-1.0,2.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511.0,-1.0,93.0,83.0,2.5,1.0,-1.0,9.0,-1.0,180.0,-1.0,15.5,captivity,-1.0,-1.0,0.418,131.3,308.35
Chordata,Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,151.0,-1.0,75.0,35.0,1.5,5.0,86.0,76.0,-1.0,950.0,-1.0,12.9,captivity,-1.0,-1.0,2.011,801.0,311.35
Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240.0,240.0,111.0,54.0,2.0,2.0,-1.0,35.0,-1.0,642.5,-1.0,17.2,captivity,-1.0,-1.0,1.31,436.7,307.85
Chordata,Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,258.0,456.0,154.0,54.0,2.0,1.8,-1.0,200.0,652.2,6000.0,-1.0,10.8,captivity,-1.0,-1.0,10.623,6794.0,309.95
Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,European water vole,51.0,45.0,21.0,14.0,5.1,3.2,32.0,5.0,42.0,120.0,0.0573,2.5,captivity,-1.0,-1.0,0.613,94.7,310.65
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,40.0,85.0,20.0,16.0,3.4,8.5,26.0,4.35,23.0,66.0,0.0402,3.3,unknown,-1.0,-1.0,0.45899999999999996,56.8,311.55
Chordata,Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe lemming,38.0,44.0,20.0,21.0,4.5,5.0,25.0,1.35,5.8,20.3,-1.0,3.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden hamster,48.0,48.0,16.0,20.0,9.0,3.0,-1.0,2.45,22.93,105.0,0.0574,3.9,captivity,-1.0,-1.0,0.69,108.2,311.25
Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,brandti,Brandt's hamster,41.0,-1.0,15.0,19.0,8.0,3.0,-1.0,-1.0,-1.0,174.0,-1.0,4.4,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern woodrat,95.0,-1.0,33.0,22.0,3.5,2.5,83.0,13.43,45.9,291.0,0.0654,8.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,100.0,114.0,31.0,23.0,4.0,2.5,32.0,2.6,13.1,32.5,0.0634,5.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus mouse,129.0,-1.0,26.0,25.0,2.6,3.5,39.0,2.33,-1.0,25.0,-1.0,7.4,captivity,-1.0,-1.0,0.17300000000000001,21.0,309.75
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Deer mouse,49.0,-1.0,24.0,22.0,5.0,3.0,27.0,2.0,9.2,20.5,0.0643,8.3,captivity,-1.0,-1.0,0.21899999999999997,20.5,309.75
Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,polionotus,Oldfield mouse,28.0,-1.0,24.0,21.0,3.8,3.0,25.0,1.68,6.72,14.0,0.0558,5.5,captivity,-1.0,-1.0,0.12,12.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,roborovskii,Desert hamster,243.0,-1.0,21.0,19.0,6.0,3.5,-1.0,1.45,18.1,-1.0,-1.0,4.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,120.0,-1.0,20.0,21.0,5.5,3.5,40.0,2.0,14.8,23.4,-1.0,3.9,captivity,-1.0,-1.0,0.313,31.3,309.25
Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,40.0,40.0,27.0,15.0,5.0,6.7,-1.0,6.2,19.8,185.0,0.0362,5.2,captivity,-1.0,-1.0,1.085,159.6,311.25
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,azarae,Azara's agouti,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2650.0,-1.0,11.8,captivity,-1.0,-1.0,10.520999999999999,3849.0,310.65
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,cristata,Crested agouti,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2650.0,-1.0,14.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487.0,-1.0,112.0,-1.0,2.0,-1.0,127.0,227.0,-1.0,2150.0,-1.0,13.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,major,Great jerboa,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,350.0,-1.0,7.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327.0,137.0,38.0,51.0,3.0,1.5,91.0,2.0,20.0,55.0,-1.0,7.3,captivity,-1.0,-1.0,0.515,75.0,310.65
Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578.0,578.0,203.0,95.0,1.0,-1.0,433.0,408.0,-1.0,3900.0,0.0112,26.6,captivity,-1.0,-1.0,5.122999999999999,3280.0,309.85
Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095.0,1095.0,210.0,60.0,1.0,1.0,-1.0,500.0,1000.0,8600.0,0.0079,23.4,captivity,-1.0,-1.0,13.675,6871.0,309.15
Chordata,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Japanese dormouse,-1.0,-1.0,30.0,-1.0,4.0,1.5,-1.0,-1.0,-1.0,27.0,-1.0,7.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland dormouse,-1.0,-1.0,24.0,-1.0,3.0,2.0,-1.0,3.5,-1.0,24.0,-1.0,6.9,captivity,-1.0,-1.0,0.225,38.4,-1.0
Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,335.0,335.0,23.0,39.0,4.0,1.5,50.0,0.8,-1.0,27.3,-1.0,5.3,captivity,-1.0,-1.0,0.35100000000000003,23.5,-1.0
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102.0,-1.0,28.0,20.0,2.3,1.6,54.0,2.92,17.6,42.0,0.0368,9.7,captivity,-1.0,-1.0,0.24600000000000002,37.6,310.15
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,-1.0,-1.0,23.0,24.0,2.0,2.0,42.0,7.75,30.3,145.0,-1.0,12.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375.0,390.0,94.0,77.0,2.1,1.7,379.0,351.0,-1.0,24000.0,-1.0,23.1,captivity,-1.0,-1.0,13.175,11300.0,310.65
Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan porcupine,-1.0,-1.0,112.0,-1.0,1.5,-1.0,-1.0,445.0,-1.0,8000.0,-1.0,27.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,-1.0,-1.0,66.0,-1.0,2.3,2.0,-1.0,1000.0,-1.0,20000.0,-1.0,28.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,-1.0,-1.0,113.0,-1.0,2.0,-1.0,109.0,-1.0,-1.0,20000.0,-1.0,27.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Acomys,cilicicus,Turkish spiny mouse,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Korean field mouse,-1.0,-1.0,-1.0,-1.0,4.7,-1.0,-1.0,2.0,-1.0,32.9,-1.0,4.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed field mouse,71.0,65.0,23.0,21.0,5.2,3.8,41.0,1.5,-1.0,23.4,-1.0,6.3,captivity,-1.0,-1.0,0.264,23.8,309.85
Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,45.0,45.0,22.0,23.0,5.0,3.5,38.0,4.15,21.7,110.0,-1.0,6.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Dipodillus,campestris,North African gerbil,-1.0,-1.0,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,-1.0,28.4,-1.0,7.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,-1.0,-1.0,20.0,-1.0,4.5,-1.0,-1.0,2.24,17.2,50.0,-1.0,5.5,captivity,-1.0,-1.0,0.261,56.3,-1.0
Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,163.0,135.0,36.0,30.0,3.8,2.1,60.0,24.39,150.0,850.0,0.0167,7.3,captivity,-1.0,-1.0,2.97,900.0,309.75
Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Barbary striped grass mouse,-1.0,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0,-1.0,26.2,-1.0,4.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,168.0,-1.0,25.0,30.0,4.54,2.0,22.0,1.7,15.0,42.3,-1.0,4.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,91.0,-1.0,26.0,30.0,5.0,-1.0,-1.0,5.33,45.0,100.0,-1.0,5.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,-1.0,-1.0,23.0,21.0,5.6,3.0,-1.0,-1.0,-1.0,53.0,-1.0,6.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,43.0,36.0,25.0,24.0,5.0,4.0,46.0,3.0,14.3,53.2,0.0324,6.3,captivity,-1.0,-1.0,0.546,64.8,311.35
Chordata,Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,40.0,37.0,20.0,18.0,5.2,2.6,21.0,0.9,-1.0,6.0,-1.0,3.8,captivity,-1.0,-1.0,0.201,7.6,311.15
Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,Mouse,60.0,77.0,20.0,21.0,4.3,4.0,31.0,0.97,3.3,7.2,0.0832,4.3,captivity,-1.0,-1.0,0.129,8.0,309.45
Chordata,Mammalia,Rodentia,Muridae,Mus,spicilegus,Mound-building mouse,-1.0,-1.0,-1.0,-1.0,6.7,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex hopping mouse,75.0,75.0,35.0,30.0,3.9,-1.0,33.0,2.83,12.5,35.0,0.0326,6.4,captivity,-1.0,-1.0,0.252,32.3,311.15
Chordata,Mammalia,Rodentia,Muridae,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1744.0,-1.0,10.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,100.0,-1.0,24.0,28.0,3.5,-1.0,38.0,6.25,40.0,212.0,0.0304,3.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Pseudomys,australis,Australian native mouse,145.0,180.0,31.0,26.0,3.1,-1.0,-1.0,4.0,12.5,65.0,0.0278,7.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,90.0,70.0,21.0,25.0,9.9,3.7,-1.0,5.81,63.8,300.0,-1.0,3.8,captivity,0.002,0.3,1.4040000000000001,206.9,310.25
Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,90.0,112.0,22.0,26.0,7.3,4.3,36.0,4.55,39.7,200.0,0.0207,4.2,captivity,-1.0,-1.0,0.77,117.0,311.15
Chordata,Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,42.0,64.0,25.0,14.0,6.0,4.0,29.0,2.67,8.4,51.0,0.0361,4.5,captivity,-1.0,-1.0,0.179,39.6,310.15
Chordata,Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed jird,-1.0,-1.0,-1.0,-1.0,2.9,-1.0,-1.0,-1.0,-1.0,65.0,-1.0,7.3,captivity,-1.0,-1.0,0.27399999999999997,63.6,310.65
Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Giant rat,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1300.0,-1.0,7.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,182.0,182.0,90.0,36.0,6.0,1.8,-1.0,14.0,71.2,235.0,0.0323,14.0,captivity,-1.0,-1.0,0.958,199.6,310.75
Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,319.0,-1.0,30.0,51.0,6.8,1.0,-1.0,3.8,45.0,126.0,-1.0,10.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,Finlayson's squirrel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain squirrel,-1.0,-1.0,-1.0,-1.0,3.07,-1.0,-1.0,-1.0,-1.0,190.0,-1.0,14.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,-1.0,-1.0,48.0,-1.0,1.8,-1.0,-1.0,16.35,-1.0,400.0,-1.0,21.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed rope squirrel,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0,-1.0,271.7,-1.0,9.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,210.0,-1.0,40.0,58.0,4.0,1.3,134.0,3.35,46.2,65.4,-1.0,19.0,captivity,-1.0,-1.0,0.414,67.4,312.15
Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,730.0,730.0,30.0,33.0,4.0,0.9,458.0,33.8,479.0,3500.0,-1.0,21.2,captivity,-1.0,-1.0,8.626,4295.0,309.65
Chordata,Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,730.0,730.0,35.0,47.0,4.0,1.0,914.0,30.0,-1.0,3500.0,-1.0,17.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,548.0,548.0,32.0,46.0,4.5,1.0,-1.0,27.0,248.0,4000.0,-1.0,14.0,captivity,-1.0,-1.0,3.696,2650.0,310.15
Chordata,Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,1186.0,-1.0,30.0,-1.0,3.3,0.5,-1.0,-1.0,-1.0,4750.0,-1.0,12.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,-1.0,-1.0,30.0,46.0,2.6,1.5,-1.0,-1.0,-1.0,130.0,-1.0,11.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,1078.0,-1.0,32.0,-1.0,1.4,2.0,278.0,77.0,-1.0,2000.0,-1.0,19.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed squirrel,-1.0,-1.0,-1.0,61.0,1.93,1.95,-1.0,9.5,-1.0,374.0,-1.0,11.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern fox squirrel,353.0,353.0,44.0,84.0,3.0,1.0,-1.0,15.0,-1.0,800.0,0.018000000000000002,16.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian red squirrel,296.0,320.0,38.0,62.0,5.0,2.0,91.0,9.25,-1.0,600.0,0.021,14.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,314.0,314.0,27.0,34.0,6.0,1.3,-1.0,-1.0,-1.0,217.0,-1.0,6.7,captivity,-1.0,-1.0,1.272,240.0,310.65
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,dorsalis,Cliff chipmunk,-1.0,-1.0,30.0,-1.0,5.2,1.5,-1.0,-1.0,-1.0,62.8,-1.0,12.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian chipmunk,350.0,350.0,35.0,40.0,4.8,1.1,103.0,4.0,-1.0,85.0,-1.0,9.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red squirrel,342.0,-1.0,37.0,63.0,4.2,1.7,-1.0,7.0,83.8,200.0,0.0216,9.8,captivity,-1.0,-1.0,1.615,219.6,311.85
Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,325.0,325.0,28.0,39.0,5.4,1.0,-1.0,3.9,75.0,163.3,-1.0,8.9,captivity,-1.0,-1.0,0.501,125.1,309.45
Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Greater cane rat,365.0,365.0,155.0,30.0,4.0,2.3,-1.0,129.0,-1.0,6600.0,-1.0,5.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,-1.0,-1.0,46.0,36.0,2.0,7.5,-1.0,10.0,-1.0,200.0,0.0351,11.1,captivity,-1.0,-1.0,-1.0,-1.0,311.95
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Common tree shrew,90.0,90.0,46.0,36.0,2.0,2.5,45.0,12.94,100.0,200.0,-1.0,12.4,captivity,-1.0,-1.0,0.522,123.0,310.15
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,minor,Pygmy tree shrew,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,58.6,-1.0,12.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Large tree shrew,-1.0,-1.0,-1.0,31.0,2.2,-1.0,-1.0,-1.0,-1.0,197.8,-1.0,11.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,1278.0,913.0,335.0,456.0,1.0,0.4,1187.0,32000.0,-1.0,322000.0,0.0024,69.0,captivity,-1.0,-1.0,70.0056,450000.0,-1.0
Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,75.0,75.0,29.0,23.0,4.0,3.5,28.0,0.945,7.7,11.6,0.146,4.0,captivity,-1.0,-1.0,0.14300000000000002,10.8,307.85
Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,40.0,43.0,21.0,19.0,4.5,2.5,-1.0,0.34,3.85,4.5,0.134,3.5,captivity,-1.0,-1.0,0.16399999999999998,6.3,310.15
Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,730.0,730.0,225.0,103.0,1.0,1.0,365.0,1800.0,6250.0,60000.0,0.0094,29.8,captivity,-1.0,-1.0,34.275,48000.0,307.65
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,Chinese alligator,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,crocodilus,Spectacled caiman,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,latirostris,Broad-snouted caiman,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,palpebrosus,Dwarf caiman,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,trigonatus,Smooth-fronted caiman,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,acutus,American crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,intermedius,Orinoco crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,moreletii,Morelet's crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,Nile crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,novaeguineae,New Guinea crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,rhombifer,Cuban crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,siamensis,Siamese crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Mecistops,cataphractus,African slender-snouted crocodile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,West African dwarf crocodile,1825.0,1825.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,40000.0,-1.0,70.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Crocodilia,Gavialidae,Tomistoma,schlegelii,False gharial,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,4380.0,4380.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,430.0,-1.0,90.0,captivity,-1.0,-1.0,0.0605,430.0,295.5
