Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Reptilia,Squamata,Agamidae,Calotes,versicolor,Indian changeable lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Frilled lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,pustulatus,Philippine sailfin lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Physignathus,cocincinus,Water dragon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Physignathus,lesueurii,Eastern water dragon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Eastern bearded dragon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinura,North African spiny dabb lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Agamidae,Uromastyx,aegyptia,Egyptian spiny-tailed lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,Slow worm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,Armored glass lizard,730.0,730.0,42.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,450.0,-1.0,54.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,1095.0,1095.0,125.0,-1.0,35.0,-1.0,-1.0,-1.0,-1.0,3532.0,-1.0,40.4,captivity,-1.0,-1.0,0.3589,3532.0,293.0
Chordata,Reptilia,Squamata,Boidae,Chilabothrus,angulifer,Cuban boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Chilabothrus,striatus,Haitian boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Chilabothrus,subflavus,Jamaica boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Corallus,caninus,Emerald tree-boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Corallus,hortulanus,Amazonian tree boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Epicrates,cenchria,Rainbow boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Eunectes,murinus,Green anaconda,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Boidae,Eunectes,notaeus,Paraguayan anaconda,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Candoiidae,Candoia,carinata,Pacific ground boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,60.0,60.0,260.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,pardalis,Panther chameleon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,panamensis,Panama wood snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Arizona,elegans,Glossy snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Boiga,cynodon,Dog-tooth cat snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Boiga,dendrophila,Mangrove snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,Northern black racer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Coluber,ravergieri,Palaearctic tail-lined snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,Indigo snake,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Elaphe,helena,Trinket snake,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Black rat snake,1460.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,Japanese four-lined rat snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Elaphe,taeniura,Taipan beauty snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Elaphe,vulpina,Eastern fox snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Farancia,abacura,Western mud snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Mexican hognose snake,730.0,730.0,56.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Hydrodynastes,gigas,False water snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,torquata,Night snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,alterna,Gray-banded kingsnake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Common kingsnake,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,mexicana,Greer's kingsnake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,Sonoran mountain kingsnake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Milk snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,African house snake,182.0,182.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Leioheterodon,madagascariensis,Madagascar giant hognose snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Grass snake,1460.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.25,-1.0,20.0,captivity,-1.0,-1.0,0.0295,94.2,290.25
Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Plain-bellied water snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth green snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Brown vine snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,Bull snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Ptyas,mucosus,Indian rat snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Tropical rat snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,Eastern tiger snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,730.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Eastern blackneck garter snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western terrestrial garter snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,547.0,547.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Northwestern garter snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains garter snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,730.0,730.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,150.0,-1.0,14.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Cordylidae,Cordylus,warreni,Warren's spinytail lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Rough-scaled plated lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,validus,Giant plated lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Lesser flat lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,imperator,Emperor flat lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Green basilisk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Brown basilisk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Dactyloidae,Anolis,bimaculatus,Panther anole,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green anole,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Knight anole,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,Anole,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,rudis,Rough scale gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,New Caledonia giant gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Common death adder,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Indian krait,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Red-headed krait,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Common mamba,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Green mamba,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Egyptian cobra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Indian cobra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Red spitting cobra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,King cobra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Australian purplish death adder,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Caucasian sand-boa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,400.0,400.0,55.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,African fat-tailed gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Tokay gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Mokopirirakau,granulatus,Forest gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Round island day gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Broad-tailed day gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis,Madagascar day gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Standing's day gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Gekkonidae,Woodworthia,maculatus,Gray gecko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,horridum,Beaded lizard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Gila monster,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,East Indian tentacled snake,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Iguanidae,Brachylophus,fasciatus,Fiji banded iguana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,bakeri,Baker's spinytail iguana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,palearis,Honduran dwarf spiny-tailed iguana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.2,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,Rhinoceros iguana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.9,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Reptilia,Squamata,Iguanidae,Cyclura,nubila,Cayman rock iguana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.6,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
